"","id","host_is_superhost","neighbourhood_group_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","price","security_deposit","cleaning_fee","guests_included","availability_365","number_of_reviews","instant_bookable","review_scores_rating"
"921",4814811,"t","Central Area",47.6104672883972,-122.31109126428,"House","Private room",2,1,1,1,92,0,29,1,92,28,"f",99
"922",9484823,"f","Central Area",47.6116194816371,-122.314256654272,"House","Private room",3,1,1,2,90,0,0,1,365,0,"f",96
"923",660603,"t","Central Area",47.614168002425,-122.307466857215,"House","Private room",1,1,1,1,79,200,80,1,333,10,"f",96
"924",3940265,"t","Central Area",47.6142285882508,-122.308381860657,"House","Private room",2,1.5,1,1,72,150,30,2,354,39,"f",95
"925",7500976,"f","Central Area",47.6072505286015,-122.308194638969,"Apartment","Entire home/apt",6,1,2,2,115,500,80,4,247,1,"f",100
"926",9516608,"f","Central Area",47.6119787445596,-122.303621474497,"House","Entire home/apt",8,3.5,4,5,270,300,100,1,37,1,"f",100
"927",9712716,"f","Central Area",47.6105639866163,-122.312911856981,"House","Private room",2,1,1,2,65,0,55,1,365,3,"f",100
"928",5813657,"f","Central Area",47.6041937318484,-122.309920112886,"House","Entire home/apt",10,3.5,4,6,300,300,100,10,94,21,"f",93
"929",8884826,"t","Central Area",47.602621748932,-122.308516509941,"House","Entire home/apt",6,1.5,2,3,122,250,49,2,349,3,"f",100
"930",1978743,"t","Central Area",47.6076188376266,-122.308324560799,"House","Private room",2,3,1,1,87,200,30,1,340,49,"f",99
"931",6091789,"f","Central Area",47.6084806764926,-122.310691473386,"House","Entire home/apt",6,1.5,3,5,200,0,0,1,0,1,"f",100
"932",6165353,"f","Central Area",47.6095188887871,-122.312703593571,"House","Entire home/apt",3,1,1,1,156,95,25,3,365,4,"f",95
"933",1244053,"t","Central Area",47.6071210206527,-122.310462653726,"House","Private room",1,1,1,1,90,200,35,1,89,32,"f",95
"934",8508223,"t","Central Area",47.6170403241095,-122.302806251103,"House","Entire home/apt",8,3.5,3,5,325,500,125,6,365,1,"f",100
"935",6991188,"f","Central Area",47.6108943276684,-122.304480091088,"House","Entire home/apt",3,1,1,1,115,100,10,2,310,3,"t",100
"936",7344117,"t","Central Area",47.6023014780467,-122.30717311847,"Apartment","Entire home/apt",10,2.5,2,8,425,0,85,4,188,32,"t",96
"937",9506766,"f","Central Area",47.6061364549575,-122.30903284029,"House","Entire home/apt",2,1,1,1,119,300,25,2,357,2,"f",100
"938",6451305,"t","Central Area",47.6095962528124,-122.316437353592,"House","Entire home/apt",6,2.5,3,4,220,250,125,6,318,25,"f",96
"939",7531405,"f","Central Area",47.6029471819502,-122.313210721827,"House","Private room",4,1,1,1,85,150,40,2,138,8,"f",98
"940",9612147,"f","Central Area",47.6021645622371,-122.311882208989,"House","Entire home/apt",4,1,2,2,100,200,100,4,59,2,"t",90
"941",666897,"f","Central Area",47.6113740376636,-122.307481213167,"House","Entire home/apt",4,1,1,1,99,350,60,1,337,18,"f",75
"942",4061051,"f","Central Area",47.6114829298139,-122.309765134676,"House","Private room",4,1.5,1,1,120,0,30,2,363,6,"f",83
"943",3394338,"f","Central Area",47.6162195910492,-122.307324045851,"Apartment","Entire home/apt",2,1,0,1,150,0,0,2,365,20,"f",93
"944",4238106,"f","Central Area",47.6092707593483,-122.311125607836,"Apartment","Private room",2,1,1,1,75,0,10,1,24,6,"f",100
"945",7350059,"t","Central Area",47.6115508205468,-122.306816395877,"House","Private room",2,1,1,1,90,0,35,2,351,18,"t",100
"946",5262750,"t","Central Area",47.6121062746734,-122.30412489625,"Apartment","Entire home/apt",3,1,1,2,125,700,30,2,251,20,"f",100
"947",2802844,"f","Central Area",47.6018718825536,-122.307128996734,"House","Private room",2,1,1,1,90,0,20,1,328,16,"f",99
"948",3123632,"f","Central Area",47.6136068902436,-122.312432482075,"Apartment","Entire home/apt",2,2,1,1,200,0,0,2,331,8,"f",100
"949",3024336,"t","Central Area",47.6123795836555,-122.313742430891,"House","Entire home/apt",4,1.5,1,2,200,350,75,2,365,40,"f",98
"950",8652185,"f","Central Area",47.6070296242528,-122.3069495771,"House","Entire home/apt",6,3.5,4,4,287,500,117,6,62,1,"f",100
"951",10192213,"f","Central Area",47.6066335929516,-122.316064725011,"Apartment","Entire home/apt",2,1,0,1,90,0,0,1,365,0,"f",96
"952",3970736,"t","Central Area",47.6144192325638,-122.306720667008,"Apartment","Entire home/apt",5,1,1,1,90,350,45,2,350,51,"f",97
"953",4546924,"t","Central Area",47.6086392547304,-122.306533424111,"Apartment","Entire home/apt",4,1,1,3,150,300,125,2,231,36,"t",99
"954",2760901,"f","Central Area",47.6134013784559,-122.303455298659,"House","Entire home/apt",2,1,1,1,119,0,0,1,365,16,"f",98
"955",3490239,"f","Central Area",47.6041843999341,-122.312639005622,"House","Entire home/apt",5,2.5,2,3,150,200,100,4,359,7,"f",97
"956",3416217,"t","Central Area",47.6125012310597,-122.309655436662,"Apartment","Entire home/apt",2,1,1,1,170,0,0,2,365,31,"f",96
"957",5537833,"f","Central Area",47.6027551533338,-122.311968852784,"House","Entire home/apt",4,1,2,3,150,600,60,4,365,6,"f",100
"958",8372562,"f","Central Area",47.5968010529175,-122.288461413505,"House","Entire home/apt",5,3,3,5,279,250,200,1,75,1,"f",100
"959",8866960,"f","Central Area",47.5963179984322,-122.296646829064,"House","Private room",2,1,1,1,55,0,0,1,62,3,"f",90
"960",3354614,"f","Central Area",47.6072493197094,-122.294153190143,"Apartment","Entire home/apt",4,1,1,2,125,150,35,2,365,29,"t",90
"961",8953857,"f","Central Area",47.5962007816141,-122.290804226528,"House","Entire home/apt",4,1,1,3,129,0,0,3,277,0,"f",96
"962",7093738,"t","Central Area",47.595154323573,-122.29666616634,"House","Private room",2,1,1,1,90,0,30,2,20,1,"f",100
"963",5277900,"f","Central Area",47.6039313379626,-122.294516876566,"House","Entire home/apt",6,2,3,5,199,250,90,1,110,9,"f",96
"964",1171574,"t","Central Area",47.6078110309495,-122.295767443045,"House","Private room",2,1,1,1,65,0,0,2,280,158,"f",98
"965",1818754,"f","Central Area",47.5926659616683,-122.297561774292,"House","Entire home/apt",6,2,2,2,200,300,112,4,83,0,"f",96
"966",74328,"f","Central Area",47.6023865562335,-122.295346970742,"Apartment","Entire home/apt",3,1,1,1,92,250,75,3,365,53,"f",93
"967",6728017,"f","Central Area",47.5952616275733,-122.297212903858,"House","Entire home/apt",7,2.5,3,3,257,250,100,6,185,1,"f",100
"968",2612399,"t","Central Area",47.6074483094173,-122.293815532424,"Apartment","Entire home/apt",2,1,0,1,79,0,0,1,292,62,"f",99
"969",2515795,"f","Central Area",47.5943110738553,-122.294408449426,"House","Entire home/apt",6,1.5,3,3,200,0,200,1,365,22,"f",94
"970",7093910,"t","Central Area",47.5953712323749,-122.296729453917,"House","Private room",2,1,1,1,80,0,30,2,20,2,"f",60
"971",4170863,"f","Central Area",47.6045974947202,-122.296724950715,"Apartment","Entire home/apt",2,1,1,1,85,100,20,2,330,5,"f",96
"972",7941079,"t","Central Area",47.5925985167331,-122.295547060258,"House","Private room",3,1.5,1,1,65,175,15,1,365,7,"f",100
"973",1442973,"f","Central Area",47.5920664320568,-122.293565489234,"House","Entire home/apt",4,1,2,2,105,0,58,2,215,14,"t",97
"974",4396961,"t","Central Area",47.603824485215,-122.293251091266,"House","Private room",2,2,1,1,59,0,0,1,365,34,"f",96
"975",5859152,"t","Central Area",47.5917264206199,-122.295985136226,"House","Private room",3,1.5,1,1,59,175,16,1,365,15,"f",95
"976",8555794,"f","Central Area",47.5948290429022,-122.295631983392,"House","Private room",2,1.5,1,1,75,0,0,1,365,0,"f",96
"977",2112625,"f","Central Area",47.593941520599,-122.291087975093,"House","Private room",2,1.5,1,1,56,0,30,1,292,18,"f",98
"978",8814802,"f","Central Area",47.6007074463954,-122.293273168552,"House","Private room",3,1,1,1,100,0,0,1,365,0,"f",96
"979",8273948,"f","Central Area",47.605829034449,-122.285210215655,"Apartment","Entire home/apt",2,1,1,1,85,150,0,1,169,13,"f",92
"980",319768,"f","Central Area",47.595708503221,-122.297568559871,"House","Entire home/apt",8,2.5,3,4,135,0,100,3,96,5,"f",100
"981",1961671,"t","Central Area",47.6063920316742,-122.290612384969,"House","Entire home/apt",6,2,3,3,200,200,75,6,0,20,"f",100
"982",3691288,"f","Central Area",47.5970880741458,-122.297394778925,"House","Entire home/apt",8,2.5,3,3,163,200,85,4,288,5,"f",100
"983",8703557,"f","Central Area",47.5988016251208,-122.292476101111,"House","Private room",2,1,1,1,83,250,25,1,365,0,"f",96
"984",8525338,"f","Central Area",47.5944386030355,-122.293870278088,"House","Entire home/apt",5,3.5,3,3,210,0,0,1,337,0,"f",96
"985",8049470,"f","Central Area",47.602974191244,-122.293419546716,"Apartment","Private room",2,1,1,1,59,0,0,1,106,14,"f",100
"986",1455908,"f","Central Area",47.6056844154396,-122.295359817285,"House","Entire home/apt",6,1.5,2,3,135,350,50,1,345,32,"f",97
"987",8525825,"f","Central Area",47.5946584721622,-122.295410712119,"House","Private room",2,1.5,1,1,75,0,0,1,365,1,"f",100
"988",3463245,"t","Central Area",47.6077821771476,-122.289284284846,"Apartment","Private room",2,1,1,1,109,0,0,1,240,20,"t",98
"989",4172364,"t","Central Area",47.6047536682695,-122.294382628413,"House","Private room",2,2,1,1,55,0,0,1,365,33,"f",97
"990",3728802,"f","Central Area",47.6068843297341,-122.287241885099,"House","Entire home/apt",8,3.5,5,5,500,500,250,1,0,3,"f",93
"991",6512378,"f","Central Area",47.5925436766502,-122.293938243583,"House","Private room",1,1,1,1,55,0,0,1,341,12,"f",97
"992",785830,"f","Central Area",47.6067368958072,-122.290087736017,"House","Entire home/apt",8,3.5,5,5,400,0,120,1,72,2,"f",100
"993",8616606,"f","Central Area",47.5922079479672,-122.295003170246,"House","Entire home/apt",4,2.5,2,2,105,0,85,1,347,14,"f",97
"994",5078244,"f","Central Area",47.6016160679194,-122.294379833361,"Apartment","Private room",2,1,1,1,39,0,0,1,356,54,"f",82
"995",7921278,"f","Central Area",47.5978877383703,-122.296962755095,"Apartment","Private room",2,1,1,2,50,99,50,1,352,10,"f",100
"996",8016610,"f","Central Area",47.5948101339734,-122.296164492615,"House","Entire home/apt",4,1,2,2,129,200,78,4,229,7,"f",100
"997",4468524,"t","Central Area",47.6042964745214,-122.294358597964,"House","Private room",1,2,1,1,44,0,0,0,353,41,"f",99
"998",8424532,"t","Central Area",47.6043792179209,-122.291115335635,"House","Entire home/apt",12,3.5,5,8,350,500,250,1,292,2,"f",100
"999",6990882,"t","Central Area",47.5969705889193,-122.296481749699,"House","Entire home/apt",10,3.5,3,3,300,300,110,8,302,31,"t",97
"1000",4017140,"f","Central Area",47.5917683175793,-122.29432166288,"House","Private room",2,1,1,1,53,0,0,0,47,37,"f",95
"1001",9489310,"f","Central Area",47.5939012305316,-122.296053534585,"House","Private room",2,1,1,1,60,0,0,1,365,1,"f",100
"1002",8104742,"t","Central Area",47.5952233941894,-122.296636669584,"House","Entire home/apt",10,3.5,3,3,285,300,110,1,350,2,"t",100
"1003",9407255,"f","Central Area",47.602561279286,-122.293655333786,"House","Entire home/apt",4,1,2,3,210,250,125,1,166,0,"f",96
"1004",6475289,"t","Central Area",47.5977009355214,-122.291999550566,"Apartment","Entire home/apt",5,1,1,3,159,300,60,2,250,34,"f",100
"1005",1377812,"t","Central Area",47.6046967956224,-122.285489176066,"House","Entire home/apt",5,1,3,3,225,0,150,4,365,55,"f",98
"1006",9512909,"f","Central Area",47.6021207160881,-122.290129570777,"House","Entire home/apt",3,1,1,1,66,0,25,3,220,2,"t",100
"1007",4432489,"f","Central Area",47.5949576810631,-122.295165478533,"House","Entire home/apt",4,1,1,1,80,200,45,2,359,40,"t",94
"1008",7471629,"t","Central Area",47.5917697699895,-122.292287808513,"Apartment","Entire home/apt",3,1,1,1,79,250,35,2,87,27,"f",96
"1009",8067827,"f","Central Area",47.593196433911,-122.292492130708,"House","Private room",2,2,1,1,120,0,50,1,365,1,"f",100
"1010",4384095,"t","Central Area",47.6057457273622,-122.292829850558,"House","Private room",2,2,1,1,49,0,0,1,365,42,"f",97
"1011",1351716,"f","Central Area",47.595235633498,-122.309724648524,"House","Entire home/apt",4,1,1,2,122,0,0,2,266,113,"f",95
"1012",8392661,"f","Central Area",47.5936226659588,-122.307461796173,"Apartment","Entire home/apt",2,1,0,1,90,0,15,1,22,15,"f",83
"1013",281208,"t","Central Area",47.593797320489,-122.305148836186,"House","Entire home/apt",6,2.5,2,4,196,0,110,1,269,27,"t",98
"1014",7859909,"f","Central Area",47.5994391079755,-122.306346266464,"House","Entire home/apt",2,1,1,1,115,0,30,1,365,14,"f",89
"1015",9416373,"f","Central Area",47.6000491107169,-122.309867965066,"Apartment","Entire home/apt",4,1,1,3,150,0,0,1,365,0,"f",96
"1016",1404307,"t","Central Area",47.5914284600237,-122.301738721202,"House","Entire home/apt",4,1.5,2,2,125,100,80,2,365,15,"f",99
"1017",7480843,"f","Central Area",47.5944964028512,-122.298789433424,"House","Entire home/apt",6,2,3,3,175,500,120,1,365,0,"f",96
"1018",877203,"f","Central Area",47.6002660128911,-122.299867416113,"House","Private room",2,1.5,1,2,60,0,30,1,338,27,"f",93
"1019",7037291,"f","Central Area",47.5992175865566,-122.312099726421,"House","Private room",2,1.5,1,1,70,0,12,1,104,22,"f",94
"1020",7931386,"f","Central Area",47.5956176426782,-122.31082084464,"Apartment","Entire home/apt",4,2,3,2,175,0,20,1,363,4,"f",100
"1021",8173825,"f","Central Area",47.57669611936,-122.29688054092,"Apartment","Entire home/apt",2,1,1,2,100,250,25,1,98,0,"f",96
"1022",6759104,"f","Central Area",47.5969516930651,-122.301987142006,"House","Private room",2,2,1,1,69,0,0,1,85,12,"f",93
"1023",7619060,"t","Central Area",47.5951592186221,-122.309061256777,"House","Private room",2,1,1,1,69,200,20,1,168,19,"f",98
"1024",7095802,"f","Central Area",47.5921362758688,-122.300080116565,"Apartment","Private room",2,1,1,1,35,200,20,1,359,23,"t",84
"1025",8103432,"f","Central Area",47.598025531485,-122.30696747294,"House","Entire home/apt",4,1,3,2,140,0,50,4,365,1,"f",96
"1026",3998922,"f","Central Area",47.5962268744312,-122.302923059606,"House","Private room",2,1,1,1,68,0,0,2,161,17,"f",96
"1027",8922153,"f","Central Area",47.6001661599035,-122.3078160477,"Apartment","Private room",2,1.5,1,1,55,0,5,1,55,0,"f",96
"1028",5932882,"f","Central Area",47.5872554131002,-122.300384714059,"House","Entire home/apt",4,1.5,1,1,100,150,0,2,88,4,"f",100
"1029",6187340,"f","Central Area",47.5937021410559,-122.308105487941,"Apartment","Entire home/apt",2,1,0,1,70,0,25,0,3,4,"f",100
"1030",8350401,"f","Central Area",47.5862269592916,-122.298616106243,"House","Private room",2,1.5,1,1,90,0,0,2,365,1,"f",100
"1031",1273432,"f","Central Area",47.6015852333689,-122.306983205807,"House","Entire home/apt",6,2.5,2,3,275,500,250,4,331,14,"f",96
"1032",2830174,"f","Central Area",47.5932197568243,-122.308891458587,"Apartment","Private room",2,1,1,1,60,0,5,1,337,26,"f",97
"1033",9370866,"f","Central Area",47.5998483671129,-122.307034199049,"Apartment","Entire home/apt",4,1.5,2,2,125,0,0,1,250,1,"f",100
"1034",8339303,"f","Central Area",47.5936442134849,-122.309320066019,"Apartment","Entire home/apt",4,1,1,2,100,100,50,1,336,0,"f",96
"1035",8107555,"f","Central Area",47.5996465224287,-122.307396748734,"Apartment","Entire home/apt",2,1,0,1,115,0,25,1,95,0,"f",96
"1036",3946160,"t","Central Area",47.5919787378482,-122.307175913396,"House","Entire home/apt",2,1,1,1,90,0,15,1,163,141,"t",96
"1037",4061207,"f","Central Area",47.5931677737495,-122.301699158451,"House","Entire home/apt",4,2,2,3,90,0,0,1,58,3,"f",100
"1038",113951,"f","Central Area",47.5970496248355,-122.299886779366,"House","Entire home/apt",6,2.5,3,3,250,0,100,1,337,10,"f",100
"1039",5102135,"f","Central Area",47.5938203799153,-122.305967031518,"Apartment","Entire home/apt",4,1,1,2,119,250,20,1,324,0,"f",96
"1040",5060388,"t","Central Area",47.5995829866545,-122.313153831431,"House","Entire home/apt",4,1,0,2,95,250,25,1,203,38,"t",97
"1041",286712,"f","Central Area",47.5979761770652,-122.300879894188,"House","Entire home/apt",7,3.5,3,3,218,0,170,1,365,39,"f",88
"1042",5463875,"f","Central Area",47.5943723535662,-122.309358110404,"Apartment","Entire home/apt",3,1,1,1,120,0,25,1,194,1,"f",100
"1043",4316910,"f","Central Area",47.5912737068073,-122.305761384066,"House","Entire home/apt",2,1,0,1,64,0,20,1,365,18,"f",89
"1044",7093986,"t","Central Area",47.5969603103726,-122.298165248171,"House","Private room",2,1,1,1,80,0,0,2,20,0,"f",96
"1045",4777832,"t","Central Area",47.5957806588208,-122.309652947098,"Apartment","Entire home/apt",4,1,0,2,170,0,50,2,152,80,"f",99
"1046",7429207,"f","Central Area",47.5963909120972,-122.30490548754,"House","Entire home/apt",4,2,3,2,168,350,95,1,142,1,"f",100
"1047",7664565,"t","Central Area",47.5985667517787,-122.307543970036,"Apartment","Private room",2,1,1,1,60,0,15,2,132,25,"t",98
"1048",5792683,"f","Central Area",47.5937104624609,-122.304190125994,"Apartment","Entire home/apt",3,1,0,2,85,400,80,2,365,4,"f",90
"1049",1856970,"t","Central Area",47.5993347256062,-122.311368316872,"House","Private room",2,1,1,1,70,0,0,1,362,183,"t",97
"1050",4084712,"f","Central Area",47.59361161881,-122.309799936752,"House","Entire home/apt",4,1,2,3,115,100,50,1,30,45,"f",93
"1051",6411986,"f","Central Area",47.5919661421164,-122.308392934027,"Apartment","Private room",4,1,1,1,90,0,0,1,363,9,"f",84
"1052",9258687,"f","Central Area",47.5923574849817,-122.30334454324,"House","Private room",2,1.5,1,1,125,0,75,1,34,0,"f",96
"1053",9426058,"t","Central Area",47.6004410581119,-122.309223295742,"Apartment","Entire home/apt",2,1,1,1,80,0,30,2,26,1,"f",100
"1054",9736801,"f","Central Area",47.6014120715165,-122.312888841961,"Apartment","Entire home/apt",3,1,0,2,90,149,60,2,365,0,"t",96
"1055",4297068,"f","Central Area",47.5998269887902,-122.309483059525,"House","Entire home/apt",4,2,2,2,149,300,25,4,0,6,"f",100
"1056",8221520,"f","Central Area",47.5874824704718,-122.30062210708,"House","Entire home/apt",8,3,3,3,250,250,120,6,62,7,"t",94
"1057",2387605,"t","Central Area",47.594125084677,-122.308661890431,"House","Private room",4,1,1,2,69,200,20,2,171,61,"f",98
"1058",8389809,"f","Central Area",47.5942897960174,-122.309190462802,"Apartment","Private room",2,1,1,1,65,100,0,1,365,2,"t",100
"1059",7048843,"f","Central Area",47.5908321662479,-122.29981339195,"House","Private room",2,0.5,1,1,40,100,20,1,79,26,"t",86
"1060",879181,"f","Central Area",47.6005104948022,-122.301993966461,"House","Private room",2,1.5,1,1,60,95,30,1,336,31,"t",95
"1061",6423488,"f","Central Area",47.601386255669,-122.307679040563,"House","Entire home/apt",4,2,2,2,149,0,75,1,337,5,"t",96
"1062",7241905,"f","Central Area",47.6001126821935,-122.303754482145,"Apartment","Entire home/apt",2,1,1,1,115,200,30,2,154,7,"f",100
"1063",1246809,"f","Central Area",47.5817234701499,-122.298980532712,"House","Entire home/apt",6,1,1,3,79,100,75,2,365,64,"f",89
"1064",10273158,"f","Downtown",47.6107050055658,-122.340975035493,"Apartment","Entire home/apt",2,1,0,1,129,300,50,1,352,0,"f",96
"1065",5615620,"f","Downtown",47.6092741809972,-122.340877379312,"Apartment","Entire home/apt",2,1,0,1,100,100,0,1,219,52,"t",95
"1066",936484,"f","Downtown",47.6085461471094,-122.339191548159,"Apartment","Entire home/apt",2,1,1,2,76,0,99,1,361,7,"f",91
"1067",5415077,"t","Downtown",47.6097983646115,-122.3403679702,"Apartment","Private room",2,2,1,1,95,0,30,1,80,43,"f",95
"1068",938785,"f","Downtown",47.6084622665111,-122.339506254609,"Apartment","Entire home/apt",4,1,1,2,100,0,99,1,359,13,"f",86
"1069",934216,"f","Downtown",47.6081627266727,-122.338992586774,"Apartment","Entire home/apt",6,2,2,3,137,0,99,1,362,20,"f",88
"1070",6119821,"f","Downtown",47.6090800812636,-122.340105529327,"Other","Shared room",8,0,1,8,38,0,6,1,342,19,"f",93
"1071",3385421,"t","Downtown",47.612173913812,-122.343393493696,"Apartment","Entire home/apt",4,2.5,2,2,557,780,180,4,364,31,"f",99
"1072",5981343,"t","Downtown",47.6086634380611,-122.341301084097,"Apartment","Entire home/apt",6,1,1,3,160,100,25,2,336,48,"t",98
"1073",9706229,"f","Downtown",47.610519084133,-122.34180959823,"Apartment","Entire home/apt",2,1,0,1,179,0,0,2,354,6,"t",87
"1074",8212989,"f","Downtown",47.6077236128337,-122.340475797094,"Other","Shared room",8,8,1,8,41,0,0,1,84,3,"f",87
"1075",9444769,"f","Downtown",47.6088216995926,-122.341017624811,"Apartment","Entire home/apt",4,1,1,2,97,0,75,1,324,0,"f",96
"1076",5422159,"f","Downtown",47.6077710834713,-122.339639781336,"Apartment","Entire home/apt",3,1,0,1,99,100,60,1,350,43,"f",91
"1077",9532861,"f","Downtown",47.6105602641529,-122.341296402093,"Apartment","Entire home/apt",2,1,0,1,149,0,0,1,27,1,"f",60
"1078",3380159,"t","Downtown",47.6096934949842,-122.341997338192,"Apartment","Entire home/apt",3,1,1,1,199,300,60,2,148,50,"f",94
"1079",9294683,"f","Downtown",47.6084613757949,-122.341888345318,"Apartment","Entire home/apt",3,1,1,1,157,0,0,2,77,14,"t",99
"1080",8253456,"f","Downtown",47.6109952681579,-122.343521906344,"Apartment","Entire home/apt",4,1,0,2,170,100,50,2,154,10,"f",98
"1081",944237,"f","Downtown",47.6072375937258,-122.341314270664,"Apartment","Entire home/apt",4,1,1,2,85,0,75,1,314,9,"f",93
"1082",4165387,"t","Downtown",47.6080014575768,-122.339845763767,"Apartment","Entire home/apt",4,2,2,2,299,300,64,1,79,26,"f",98
"1083",9866984,"f","Downtown",47.6088026714203,-122.339300297843,"Apartment","Entire home/apt",2,1,1,1,95,100,25,1,288,1,"f",100
"1084",7179337,"f","Downtown",47.6077533410719,-122.34134792021,"Apartment","Entire home/apt",4,1,1,2,99,0,75,1,312,14,"f",92
"1085",9768655,"f","Downtown",47.6104122121285,-122.341490151836,"Apartment","Entire home/apt",3,1,1,2,165,200,65,2,360,0,"t",96
"1086",8015531,"f","Downtown",47.608558843191,-122.340269568324,"Apartment","Entire home/apt",4,1,0,2,114,95,45,2,70,40,"t",95
"1087",991961,"f","Downtown",47.6081700055095,-122.33837592287,"Apartment","Entire home/apt",5,2,2,2,311,0,113,1,139,7,"f",100
"1088",4597584,"f","Downtown",47.6107802444927,-122.341165114252,"Apartment","Entire home/apt",2,1,0,1,160,300,50,1,365,0,"f",96
"1089",8035212,"f","Downtown",47.6076809703305,-122.340266678218,"Apartment","Entire home/apt",3,1,0,2,100,0,0,2,185,31,"f",97
"1090",8053396,"f","Downtown",47.6087377483005,-122.341180785404,"Apartment","Entire home/apt",3,1,1,1,150,0,50,1,67,21,"t",95
"1091",9634448,"f","Downtown",47.6089310880391,-122.340282287587,"Apartment","Entire home/apt",4,2,1,2,357,250,75,1,358,0,"t",96
"1092",2516391,"t","Cascade",47.6448205713844,-122.327488426716,"House","Entire home/apt",3,1,1,2,135,500,75,2,351,16,"t",98
"1093",7581631,"t","Cascade",47.6409172987867,-122.323321521028,"Apartment","Entire home/apt",4,1,2,2,110,500,100,1,323,6,"t",100
"1094",7067650,"f","Cascade",47.6420813738709,-122.324605080282,"House","Entire home/apt",4,1,1,1,75,200,70,1,121,9,"t",93
"1095",706385,"t","Cascade",47.6433899897261,-122.325821949352,"Apartment","Entire home/apt",2,1,1,1,138,300,50,2,155,188,"t",100
"1096",6005443,"f","Cascade",47.6405253039706,-122.328520567966,"Apartment","Entire home/apt",2,1,1,1,129,300,50,2,303,3,"f",100
"1097",6883913,"f","Cascade",47.6391768877913,-122.326225125675,"Apartment","Entire home/apt",2,1,1,1,120,0,40,1,331,31,"t",95
"1098",6523393,"t","Cascade",47.6394781048766,-122.325930915085,"Apartment","Entire home/apt",4,1,1,1,95,0,0,2,356,26,"f",98
"1099",7922676,"f","Cascade",47.6407878690427,-122.3232082807,"Apartment","Entire home/apt",2,1,1,1,140,200,50,1,0,0,"f",96
"1100",6766513,"f","Cascade",47.6375748503224,-122.323359105944,"Apartment","Entire home/apt",2,1,1,1,95,200,25,2,162,20,"t",98
"1101",682135,"f","Cascade",47.6400790366012,-122.325543418147,"Apartment","Entire home/apt",3,1,1,1,91,125,75,1,306,7,"f",96
"1102",4678866,"f","Cascade",47.6405045798497,-122.328201575892,"House","Entire home/apt",3,1,1,2,135,250,20,1,365,2,"f",100
"1103",708774,"t","Cascade",47.6389730056603,-122.324887806919,"Apartment","Entire home/apt",4,1,1,1,95,500,70,2,330,47,"t",95
"1104",3158210,"t","Cascade",47.6382895909959,-122.327895420825,"Apartment","Entire home/apt",3,1,1,1,140,0,35,2,364,20,"f",96
"1105",1494828,"t","Cascade",47.6396350754695,-122.324452391663,"Apartment","Entire home/apt",4,1,2,2,125,500,100,1,331,81,"t",98
"1106",7291403,"f","Cascade",47.6519562691035,-122.321398205878,"Apartment","Entire home/apt",3,1,1,1,150,0,30,3,247,2,"t",90
"1107",7075357,"t","Cascade",47.6401169394057,-122.326566960307,"Apartment","Entire home/apt",4,1.5,2,3,129,0,35,4,125,2,"f",100
"1108",8000037,"f","Cascade",47.641980790463,-122.322990044192,"Apartment","Shared room",1,1,1,1,50,0,0,1,109,0,"f",96
"1109",1652097,"f","Cascade",47.6479326546191,-122.323342719935,"Apartment","Entire home/apt",4,1,1,2,85,150,35,2,359,22,"f",86
"1110",4660460,"t","Cascade",47.6415609078933,-122.327072623502,"Apartment","Entire home/apt",2,1,0,1,82,0,30,2,314,41,"f",95
"1111",1944596,"f","Cascade",47.6360227000017,-122.324465390071,"Apartment","Private room",2,1,1,1,103,0,0,1,255,29,"f",97
"1112",5593504,"f","Cascade",47.6385744209319,-122.324803685774,"House","Private room",2,1,1,1,59,0,5,1,89,16,"f",96
"1113",7999692,"f","Cascade",47.6417902640078,-122.324953185527,"Apartment","Entire home/apt",4,1,1,1,150,0,0,1,109,1,"f",80
"1114",619366,"t","Cascade",47.6445455741368,-122.325522880197,"Apartment","Entire home/apt",2,1,1,1,115,300,50,2,102,146,"t",98
"1115",7999972,"f","Cascade",47.6406920196397,-122.323503230697,"Apartment","Private room",2,1,1,1,100,0,0,1,109,0,"f",96
"1116",3379116,"t","Cascade",47.6471501529829,-122.322739031292,"House","Entire home/apt",8,1,2,4,300,100,0,1,297,43,"t",98
"1117",10272763,"f","Cascade",47.6384416553742,-122.325125738315,"House","Private room",2,1,1,1,68,0,5,1,365,0,"f",96
"1118",10077121,"f","Cascade",47.6408122653898,-122.326062497452,"Apartment","Private room",3,1,1,1,52,0,0,2,357,0,"f",96
"1119",7536219,"f","Cascade",47.6421147256463,-122.327222682455,"Apartment","Entire home/apt",2,1,0,1,91,200,50,1,84,8,"t",88
"1120",4688603,"f","Cascade",47.6412505807983,-122.324087780297,"Apartment","Private room",2,1,1,1,59,0,0,1,0,2,"f",90
"1121",7936877,"f","Cascade",47.6464879503799,-122.325890906603,"Apartment","Entire home/apt",2,1,0,1,129,100,50,1,113,0,"f",96
"1122",3627658,"f","Cascade",47.6453871806652,-122.323781610655,"Apartment","Entire home/apt",3,1,1,1,125,0,10,2,331,9,"f",87
"1123",6363779,"f","Cascade",47.6375449577929,-122.327392183818,"Apartment","Private room",2,1,1,1,195,250,25,1,211,2,"f",90
"1124",2693137,"f","Cascade",47.6361198639213,-122.32433593961,"Apartment","Private room",2,1,1,1,58,0,5,1,365,89,"f",89
