"","id","host_is_superhost","neighbourhood_group_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","price","security_deposit","cleaning_fee","guests_included","availability_365","number_of_reviews","instant_bookable","review_scores_rating"
"2321",8474294,"f","Rainier Valley",47.579529442788,-122.293865745773,"House","Entire home/apt",4,2,2,1,81,300,90,4,8,1,"f",40
"2322",3904056,"f","Seward Park",47.5643856139714,-122.269097352095,"Apartment","Entire home/apt",2,1,0,1,70,150,75,1,365,7,"f",87
"2323",7914021,"f","Seward Park",47.5602894639653,-122.269427919989,"House","Entire home/apt",2,1,1,1,110,0,0,1,365,4,"f",95
"2324",9364302,"f","Seward Park",47.5623297472289,-122.269353852251,"House","Entire home/apt",6,2,3,3,200,500,80,4,0,0,"f",96
"2325",8196883,"f","Seward Park",47.5527053900644,-122.262518622471,"House","Entire home/apt",6,2.5,2,3,100,0,40,4,108,0,"f",96
"2326",7938153,"f","Seward Park",47.551768605922,-122.26177667167,"House","Private room",2,1,1,1,63,0,25,1,365,5,"t",100
"2327",2763078,"f","Seward Park",47.5592083362876,-122.274705338625,"House","Private room",3,1,1,2,70,100,20,2,365,97,"f",92
"2328",3258213,"t","Seward Park",47.544622345644,-122.269518872106,"House","Private room",2,1,1,1,60,100,10,2,32,44,"f",100
"2329",7809455,"t","Seward Park",47.550842010662,-122.27006763085,"House","Private room",2,1,1,1,39,0,0,1,242,21,"f",97
"2330",8409949,"f","Seward Park",47.544366489874,-122.268519373847,"House","Private room",2,1,1,1,36,500,10,1,81,19,"t",94
"2331",2150760,"f","Seward Park",47.5524365547125,-122.270692134204,"House","Entire home/apt",2,1,0,1,100,200,0,0,365,40,"f",94
"2332",5424448,"f","Seward Park",47.5596012953792,-122.272153915046,"House","Entire home/apt",6,2,3,4,250,150,100,1,345,1,"f",80
"2333",1606171,"f","Seward Park",47.5458989206423,-122.263749345615,"Apartment","Private room",2,1,1,1,38,100,0,1,354,166,"f",93
"2334",136480,"f","Seward Park",47.5550843544871,-122.264553261544,"House","Private room",2,1,1,1,65,0,0,1,312,34,"f",95
"2335",4863369,"t","Seward Park",47.5654257971254,-122.276441149408,"House","Private room",2,1,1,1,68,0,10,2,330,55,"f",97
"2336",7547290,"f","Seward Park",47.5473219023606,-122.271623529832,"Apartment","Entire home/apt",4,1,2,2,110,150,50,1,162,15,"f",95
"2337",5918259,"t","Seward Park",47.5681646227417,-122.27464867975,"Apartment","Entire home/apt",2,1,1,1,100,100,50,2,100,31,"f",99
"2338",5804875,"f","Seward Park",47.5518441464244,-122.262282640508,"House","Entire home/apt",5,1,2,2,99,0,0,1,365,2,"f",100
"2339",8409941,"f","Seward Park",47.5436138768074,-122.267833500805,"House","Private room",2,1,1,1,34,500,10,1,73,12,"t",96
"2340",8409969,"f","Seward Park",47.5449608927788,-122.269233208351,"House","Private room",2,1,1,1,41,500,10,1,76,21,"t",95
"2341",9170870,"f","Seward Park",47.5653935995978,-122.271653291075,"House","Entire home/apt",4,1,1,2,98,0,100,2,89,1,"f",80
"2342",6168975,"t","Seward Park",47.5627825656219,-122.271917307209,"House","Entire home/apt",5,2,2,3,188,250,95,2,358,26,"f",96
"2343",7263506,"f","Seward Park",47.557082593258,-122.275045694163,"Apartment","Entire home/apt",3,1,0,2,85,350,20,2,336,6,"f",100
"2344",7037522,"f","Seward Park",47.5605246490603,-122.26633250905,"Apartment","Entire home/apt",2,1,0,1,80,0,25,2,365,27,"t",96
"2345",1416763,"f","Seward Park",47.5442828495729,-122.264316411168,"House","Entire home/apt",8,1.5,4,4,150,300,250,2,365,28,"f",90
"2346",3726391,"t","Seward Park",47.5467239464665,-122.269902577227,"House","Entire home/apt",5,2,3,3,160,500,35,4,365,1,"f",100
"2347",10188794,"f","Seward Park",47.565438885913,-122.270021757018,"Apartment","Entire home/apt",2,1,1,1,99,150,25,1,34,0,"f",96
"2348",3488436,"f","Seward Park",47.5407971667969,-122.265118233801,"House","Private room",4,1,1,3,75,100,0,2,363,30,"f",94
"2349",1277033,"f","Seward Park",47.5477923566498,-122.266202565302,"House","Private room",4,1,1,2,75,0,20,2,365,32,"f",96
"2350",5241195,"f","Seward Park",47.5465998867922,-122.26452212199,"Apartment","Entire home/apt",5,1,1,1,65,0,65,2,338,0,"f",96
"2351",2736961,"f","Seward Park",47.5517040871815,-122.269744911163,"House","Entire home/apt",3,1,0,1,95,0,35,1,322,54,"f",96
"2352",4716486,"f","Seward Park",47.5518110279937,-122.267606908684,"House","Entire home/apt",4,1,1,1,90,500,35,1,341,6,"f",88
"2353",7386675,"f","Seward Park",47.5556844489542,-122.266459012956,"House","Entire home/apt",7,1,2,5,250,0,0,1,146,1,"f",100
"2354",5240694,"f","Seward Park",47.5519961250977,-122.26472164456,"House","Entire home/apt",8,1,1,3,115,200,50,1,365,16,"f",95
"2355",8566501,"f","Seward Park",47.5639614673675,-122.273554909746,"House","Private room",4,1.5,1,4,93,0,100,1,365,0,"f",96
"2356",7402861,"f","Seward Park",47.5600025702751,-122.273673663593,"House","Private room",2,1,1,1,45,100,0,1,125,4,"f",95
"2357",741699,"t","Seward Park",47.5554631736805,-122.272183819934,"House","Entire home/apt",4,1,2,2,168,0,40,1,160,145,"t",95
"2358",6108006,"t","Seward Park",47.5558175105363,-122.265351601914,"Apartment","Entire home/apt",2,1,1,1,127,150,50,2,153,21,"t",99
"2359",8409962,"f","Seward Park",47.5455970350609,-122.269792382261,"House","Private room",2,1,1,1,35,500,10,1,69,12,"t",95
"2360",5834820,"t","Seward Park",47.5586360867769,-122.264484125562,"House","Private room",2,1,1,2,65,0,15,1,365,26,"f",99
"2361",6741135,"f","Seward Park",47.5466051625536,-122.266681839841,"House","Entire home/apt",7,3.5,3,5,279,0,125,1,184,2,"f",100
"2362",6555393,"f","Seward Park",47.5627718607058,-122.272853952083,"House","Entire home/apt",4,1,1,2,93,0,50,3,174,14,"f",93
"2363",67270,"f","Seward Park",47.561681429076,-122.272122827975,"House","Private room",2,1,1,1,65,0,0,2,363,148,"f",96
"2364",7005538,"t","Seward Park",47.5506054316358,-122.268129183401,"House","Entire home/apt",8,2,4,5,150,150,125,1,41,4,"f",100
"2365",1827586,"f","Seward Park",47.5535127370466,-122.261609816867,"House","Entire home/apt",8,2,3,3,375,250,100,8,365,17,"f",94
"2366",7900497,"f","Delridge",47.5665469219031,-122.365442279216,"Apartment","Entire home/apt",2,1,0,1,85,0,0,1,338,1,"f",100
"2367",8157486,"f","Delridge",47.5648607877757,-122.369352064945,"House","Private room",2,1.5,1,1,50,0,20,1,365,0,"f",96
"2368",4809486,"f","Delridge",47.5562603900292,-122.363309783561,"House","Private room",2,1,1,1,55,0,25,1,12,4,"f",100
"2369",9849122,"f","Delridge",47.5684504344476,-122.362067067524,"House","Private room",2,1,1,1,35,0,0,1,312,2,"f",100
"2370",9351911,"f","Delridge",47.561386696486,-122.363915008964,"House","Private room",2,1.5,1,1,85,0,0,1,365,0,"f",96
"2371",3993960,"t","Delridge",47.562106418082,-122.361731204982,"House","Entire home/apt",2,1,1,1,75,0,20,2,0,20,"f",96
"2372",8989807,"f","Delridge",47.5569117683189,-122.362250034788,"House","Entire home/apt",3,1.5,2,2,70,100,0,2,27,0,"f",96
"2373",5299060,"f","Delridge",47.5612972637559,-122.362401661618,"Apartment","Entire home/apt",2,1,1,1,65,200,25,0,346,60,"f",96
"2374",3115801,"t","Delridge",47.5623592757304,-122.360277663101,"Apartment","Entire home/apt",2,1,1,1,99,200,40,2,262,5,"f",100
"2375",9153365,"f","Delridge",47.5605175953698,-122.36253587382,"Apartment","Entire home/apt",4,1,2,2,75,200,0,2,179,1,"f",100
"2376",10015967,"f","Delridge",47.564037892713,-122.373525868027,"House","Private room",2,1,1,1,100,0,0,1,0,0,"f",96
"2377",284480,"f","Delridge",47.5678301180422,-122.370045687459,"Apartment","Entire home/apt",4,1,2,2,129,0,0,2,273,0,"f",96
"2378",4916433,"f","Delridge",47.5605960205269,-122.361747120652,"House","Entire home/apt",4,1.5,1,1,80,100,0,2,365,9,"f",96
"2379",1732441,"t","Delridge",47.5621188498996,-122.361217998317,"House","Entire home/apt",3,1,1,2,85,0,20,2,365,48,"f",98
"2380",2652941,"f","Delridge",47.5649586477228,-122.37235469477,"House","Entire home/apt",3,1,1,2,95,200,0,1,360,37,"t",95
"2381",2809796,"t","Delridge",47.5641634006615,-122.366708277897,"House","Entire home/apt",3,1,0,2,69,0,60,1,355,45,"t",99
"2382",9477539,"f","Delridge",47.5637977258721,-122.362455973287,"House","Private room",2,1,1,1,42,0,25,1,337,2,"f",100
"2383",4479426,"t","Delridge",47.5543182691899,-122.375527906505,"House","Private room",2,1,1,1,70,0,20,1,365,15,"f",99
"2384",8276416,"f","Delridge",47.5668543782855,-122.365437981941,"Apartment","Private room",2,1,1,1,55,100,25,1,84,10,"t",100
"2385",486344,"f","Delridge",47.5581806394952,-122.363044998909,"House","Private room",1,1.5,1,1,47,200,5,1,359,45,"f",95
"2386",1980395,"f","Delridge",47.5661260854336,-122.366581437248,"House","Entire home/apt",6,2.5,2,3,148,500,100,4,342,17,"f",92
"2387",7239217,"f","Delridge",47.5537428442894,-122.364235214308,"House","Entire home/apt",4,1,0,2,95,100,60,2,332,12,"f",97
"2388",1328159,"f","Delridge",47.5645842666518,-122.366309094771,"House","Private room",2,2.5,1,1,49,0,10,1,354,57,"f",98
"2389",5838129,"t","Delridge",47.5658737878279,-122.368302534324,"House","Private room",2,1,1,1,65,0,25,1,5,17,"f",96
"2390",9664395,"f","Delridge",47.5655720655696,-122.370420306491,"Apartment","Entire home/apt",3,1,1,1,50,600,20,1,16,0,"f",96
"2391",4681687,"f","Delridge",47.5576599997456,-122.376066873193,"House","Entire home/apt",2,1,0,1,58,0,29,1,350,41,"f",91
"2392",4264012,"f","Delridge",47.5581605257712,-122.361196608814,"House","Private room",2,1.5,1,1,55,100,0,1,364,43,"t",93
"2393",445199,"t","Delridge",47.5696575879365,-122.36171127747,"House","Entire home/apt",5,1,2,3,129,300,89,2,0,84,"t",98
"2394",7514366,"f","Delridge",47.5685347510272,-122.370638667321,"Apartment","Entire home/apt",3,1,2,2,95,0,50,1,335,5,"f",100
"2395",5236979,"f","Delridge",47.5618827739459,-122.365489363505,"House","Private room",3,1,1,2,49,0,24,1,159,36,"f",96
"2396",8555304,"f","Delridge",47.5578191075647,-122.36348240089,"House","Private room",2,1,1,1,85,0,10,1,353,1,"f",80
"2397",8847951,"f","Delridge",47.5683651910528,-122.356860087309,"Apartment","Entire home/apt",4,1,2,2,100,500,35,2,116,0,"f",96
"2398",3124383,"f","Northgate",47.6960859671458,-122.318249934594,"Apartment","Private room",2,1,1,1,59,0,25,1,329,22,"f",95
"2399",5863446,"f","Northgate",47.7025924575974,-122.322826483566,"House","Private room",2,1,1,1,55,0,30,1,312,0,"f",96
"2400",9155422,"f","Northgate",47.6934532190052,-122.307655905147,"House","Private room",1,1,1,1,55,0,0,1,365,0,"f",96
"2401",5047188,"f","Northgate",47.7070719068322,-122.31948110434,"Apartment","Private room",2,1,1,1,51,0,0,1,365,2,"f",100
"2402",5825701,"t","Northgate",47.6949490765615,-122.319887874966,"House","Entire home/apt",8,2,4,4,200,500,125,6,342,30,"f",98
"2403",5499882,"t","Northgate",47.6946871508456,-122.306482071141,"Apartment","Entire home/apt",5,1,2,2,100,0,50,1,273,37,"f",96
"2404",7529124,"f","Northgate",47.6962174717174,-122.315764881385,"Apartment","Entire home/apt",2,1,0,1,79,195,0,1,59,20,"f",97
"2405",7995944,"f","Northgate",47.6981883805625,-122.316241020739,"House","Entire home/apt",2,1,1,1,90,100,20,2,352,25,"f",96
"2406",5538874,"t","Northgate",47.7043825451419,-122.322101526657,"Apartment","Shared room",1,1,1,1,30,100,75,1,276,3,"f",100
"2407",4941356,"f","Northgate",47.7068359667235,-122.321585164821,"Apartment","Shared room",1,1,1,1,35,0,0,1,88,16,"f",89
"2408",7679928,"f","Northgate",47.6942933649013,-122.312560195062,"House","Private room",2,1,1,1,45,0,5,1,146,3,"f",87
"2409",10385,"f","Northgate",47.6957185792781,-122.311943918734,"House","Private room",2,1,1,1,60,0,30,1,365,74,"f",94
"2410",4507137,"f","Northgate",47.6983312098222,-122.32157421475,"Other","Private room",1,0,1,1,50,0,0,1,0,0,"f",96
"2411",7653539,"f","Northgate",47.7076587737682,-122.321628075819,"Apartment","Entire home/apt",5,1,1,3,95,0,60,2,365,3,"t",87
"2412",5863558,"f","Northgate",47.7039495307891,-122.32288611646,"House","Private room",2,1,1,1,64,0,18,1,312,3,"f",93
"2413",8472954,"f","Northgate",47.7000684890244,-122.306017226248,"House","Private room",4,1,1,2,51,0,0,2,365,3,"f",100
"2414",7952930,"f","Northgate",47.7038827451606,-122.315892984884,"Apartment","Entire home/apt",4,1,1,2,75,0,10,1,359,12,"t",92
"2415",8556665,"f","Northgate",47.7034374342974,-122.325707099447,"Apartment","Entire home/apt",4,2,2,3,94,100,70,3,276,6,"f",100
"2416",5500752,"t","Northgate",47.6934929155944,-122.306325716584,"House","Entire home/apt",2,1,1,1,100,100,45,1,178,4,"f",100
"2417",9048029,"f","Northgate",47.7074650154183,-122.319476872971,"Apartment","Entire home/apt",3,1,1,2,90,0,125,1,365,0,"f",96
"2418",4423130,"f","Northgate",47.6974176066233,-122.32475236739,"House","Private room",3,1,1,2,69,0,10,1,358,27,"t",93
"2419",8473056,"f","Northgate",47.6999781672004,-122.307737851792,"House","Entire home/apt",8,1,3,3,139,0,10,2,308,2,"f",90
"2420",2071305,"t","Northgate",47.7043788440985,-122.32085686317,"Apartment","Private room",1,1,1,1,55,200,75,1,212,11,"f",100
"2421",817115,"f","Northgate",47.6944521705272,-122.325819001986,"Other","Entire home/apt",3,1,1,1,50,0,20,2,341,121,"f",93
"2422",6895132,"f","Northgate",47.6987225187965,-122.311346563625,"House","Private room",3,1,1,1,120,100,50,1,356,4,"f",100
"2423",8255196,"f","Northgate",47.6931655894717,-122.306128635677,"Apartment","Private room",2,2,1,2,59,0,0,1,365,4,"f",80
"2424",5051529,"f","Northgate",47.692887258959,-122.307796200536,"Apartment","Entire home/apt",8,2,3,3,135,300,90,1,305,10,"f",96
"2425",5337848,"t","Northgate",47.7005429196437,-122.317411587097,"House","Entire home/apt",2,1,1,1,110,0,20,1,170,37,"f",99
"2426",20868,"f","Northgate",47.6953856704553,-122.313074947557,"Apartment","Entire home/apt",6,1,2,2,137,0,40,6,358,91,"f",94
"2427",8385444,"f","Northgate",47.6931015409921,-122.308630717278,"Apartment","Entire home/apt",4,1,1,2,67,250,20,2,335,6,"f",93
"2428",637326,"t","Northgate",47.6915432266063,-122.327287979395,"Apartment","Entire home/apt",4,1,1,1,110,0,40,2,365,18,"f",97
"2429",6557767,"t","Northgate",47.703964921296,-122.32076118147,"Apartment","Private room",2,1,1,1,65,0,15,1,362,33,"t",95
"2430",4869458,"f","Northgate",47.7029879972856,-122.322696649754,"House","Shared room",1,1,1,1,37,0,6,1,312,13,"f",100
"2431",5319948,"t","Northgate",47.698292855265,-122.321139963332,"House","Private room",2,1,1,1,65,0,35,2,337,11,"f",98
"2432",7638282,"f","Northgate",47.6971778008175,-122.311744401606,"Other","Entire home/apt",2,1,1,1,130,0,35,2,337,17,"f",100
"2433",11411,"f","Northgate",47.6957369530758,-122.31316340796,"House","Private room",2,1,1,1,60,0,20,1,365,47,"f",93
"2434",723846,"f","Northgate",47.6965313152667,-122.31725876707,"House","Entire home/apt",3,1,0,1,79,300,65,2,323,43,"f",96
"2435",10104370,"f","Northgate",47.6909081006453,-122.310482924056,"House","Entire home/apt",4,1,2,2,72,0,0,1,5,0,"t",96
"2436",5041669,"f","Northgate",47.6949862710842,-122.306106338287,"Apartment","Entire home/apt",4,1,1,1,95,0,65,1,3,5,"f",96
"2437",2197982,"t","Northgate",47.6927671290596,-122.328645312637,"Apartment","Entire home/apt",2,1,0,1,80,150,60,2,310,72,"t",98
"2438",10695,"f","Northgate",47.6972009725803,-122.313481028971,"House","Private room",4,1,1,2,109,0,40,1,365,12,"f",95
"2439",6005222,"f","Northgate",47.7076714658206,-122.323620155954,"Apartment","Shared room",3,1,1,2,50,0,60,1,365,0,"f",96
"2440",3317940,"t","Other neighborhoods",47.6703578559365,-122.290431209552,"Apartment","Entire home/apt",2,1,1,1,85,0,40,2,305,45,"f",98
"2441",8099917,"f","Other neighborhoods",47.6733304518817,-122.290920700756,"Apartment","Entire home/apt",4,1,2,2,115,0,100,2,294,0,"f",96
"2442",8617171,"f","Other neighborhoods",47.6664042726813,-122.299234130288,"House","Entire home/apt",6,1,2,3,98,0,0,1,65,4,"f",100
"2443",4181226,"f","Other neighborhoods",47.6815070518001,-122.303516179166,"House","Private room",2,1,1,1,109,0,50,1,365,1,"f",100
"2444",7074024,"f","Other neighborhoods",47.6799280445955,-122.310432931405,"House","Private room",1,1,1,1,28,95,25,1,78,4,"f",95
"2445",2729077,"f","Other neighborhoods",47.6674958946762,-122.295443321924,"House","Private room",1,2.5,1,1,39,100,50,1,302,0,"f",96
"2446",7483750,"f","Other neighborhoods",47.6805841551672,-122.306260966219,"House","Private room",2,1,1,1,63,0,0,2,345,53,"t",94
"2447",9030929,"f","Other neighborhoods",47.679000391469,-122.300838419834,"House","Private room",3,1,1,1,35,0,0,1,38,6,"f",97
"2448",1764233,"f","Other neighborhoods",47.6656914985236,-122.295839510361,"House","Private room",1,1,1,1,42,0,35,1,333,12,"f",65
"2449",6218849,"f","Other neighborhoods",47.6801816490463,-122.30977394113,"House","Private room",2,2,1,1,29,295,25,1,61,3,"f",100
"2450",4030600,"f","Other neighborhoods",47.6776772044748,-122.29650746206,"House","Private room",2,1,1,1,70,0,20,2,0,32,"f",95
"2451",4637801,"f","Other neighborhoods",47.6723272188856,-122.291451162354,"House","Private room",2,1,1,1,74,250,0,2,365,8,"t",98
"2452",2056276,"f","Other neighborhoods",47.6812777045866,-122.307334234881,"House","Private room",1,1,1,1,75,0,30,1,365,1,"f",100
"2453",6214998,"f","Other neighborhoods",47.6664399855266,-122.298502750535,"House","Private room",2,1,1,1,85,0,45,1,102,7,"f",97
"2454",9168049,"f","Other neighborhoods",47.667594215723,-122.298077300884,"House","Private room",2,2,1,2,50,0,0,1,351,0,"f",96
"2455",10211928,"f","Other neighborhoods",47.6771074936641,-122.302054829675,"House","Entire home/apt",2,1,1,1,125,0,0,1,365,0,"f",96
"2456",387464,"f","Other neighborhoods",47.676753103982,-122.293971845675,"House","Entire home/apt",2,1,1,1,93,0,20,2,362,147,"f",99
"2457",53867,"f","Other neighborhoods",47.6756343678206,-122.295687267247,"House","Entire home/apt",3,1,1,1,86,0,20,2,20,287,"t",96
"2458",3146212,"t","Other neighborhoods",47.6767351897795,-122.299824827111,"House","Entire home/apt",4,1,1,2,80,0,15,1,90,52,"f",98
"2459",107046,"t","Other neighborhoods",47.6696238937517,-122.299964365621,"House","Entire home/apt",8,2,4,6,280,550,150,6,0,22,"f",98
"2460",4629020,"f","Other neighborhoods",47.6744333721476,-122.293995185853,"Apartment","Entire home/apt",6,1,2,4,138,0,100,3,289,2,"f",100
"2461",4324317,"f","Other neighborhoods",47.6766160875816,-122.299046734504,"Apartment","Entire home/apt",2,1,0,1,100,700,0,1,365,17,"f",87
"2462",6629278,"f","Other neighborhoods",47.6853337483818,-122.301051664212,"Apartment","Private room",2,1,1,1,45,200,30,1,363,8,"f",95
"2463",8958290,"f","Other neighborhoods",47.6763359358344,-122.307485857256,"House","Private room",2,1,1,1,39,0,0,1,148,2,"f",100
"2464",6676926,"t","Other neighborhoods",47.6754517302114,-122.301419565935,"Apartment","Entire home/apt",6,1,2,3,127,150,25,2,96,35,"f",99
"2465",7934356,"f","Other neighborhoods",47.663763989929,-122.293609067195,"Apartment","Entire home/apt",3,1,2,3,110,0,0,1,113,3,"f",67
"2466",4701141,"f","Other neighborhoods",47.6781422723157,-122.297122650074,"House","Private room",2,1,1,1,40,0,20,1,0,2,"f",100
"2467",7274556,"t","Other neighborhoods",47.6709949212262,-122.297896661913,"House","Private room",1,1.5,1,1,40,200,15,1,322,12,"t",98
"2468",9186681,"f","Other neighborhoods",47.6654004880448,-122.295066913112,"Apartment","Entire home/apt",3,1,1,1,90,0,0,1,65,0,"f",96
"2469",6907671,"f","Other neighborhoods",47.6688380955533,-122.299326078079,"House","Entire home/apt",4,1,1,2,125,150,35,2,345,6,"f",77
"2470",1534622,"f","Other neighborhoods",47.6660618455107,-122.2964917917,"House","Private room",1,1,1,1,39,0,40,1,365,16,"f",83
"2471",6627129,"f","Other neighborhoods",47.6642860026402,-122.300831284327,"Apartment","Entire home/apt",3,1,1,2,80,0,0,1,192,0,"f",96
"2472",1750010,"f","Other neighborhoods",47.6810864142843,-122.307444156607,"House","Entire home/apt",8,2.5,3,3,325,150,100,4,203,12,"f",76
"2473",5805162,"t","Other neighborhoods",47.6684383401462,-122.298572381447,"House","Entire home/apt",4,1,2,1,95,100,50,2,133,29,"f",99
"2474",1136522,"f","Other neighborhoods",47.6684218103443,-122.298792838819,"Apartment","Entire home/apt",6,1,1,2,115,100,70,1,365,15,"f",87
"2475",4892529,"f","Other neighborhoods",47.6805972370431,-122.307358401178,"House","Entire home/apt",8,1,3,4,245,100,60,4,203,3,"f",53
"2476",2420536,"f","Other neighborhoods",47.6790326302193,-122.311961179777,"House","Private room",4,1,1,2,69,150,50,2,344,76,"f",95
"2477",6612940,"f","Other neighborhoods",47.6739980407531,-122.29357863347,"House","Entire home/apt",3,1,1,1,129,0,0,1,253,3,"f",100
"2478",5471427,"f","Other neighborhoods",47.678472093015,-122.310953146749,"House","Private room",2,1,1,1,28,295,25,1,110,8,"f",90
"2479",8714974,"f","Other neighborhoods",47.6805099900538,-122.311534539327,"House","Private room",1,1,1,1,49,185,10,1,365,0,"f",96
"2480",8101791,"f","Other neighborhoods",47.6736046436972,-122.2921716941,"Apartment","Entire home/apt",2,1,1,2,110,0,50,2,361,0,"f",96
"2481",6599960,"f","Other neighborhoods",47.6684736744875,-122.301780069934,"Apartment","Entire home/apt",3,1,1,1,105,100,30,2,337,13,"f",91
"2482",8002965,"f","Other neighborhoods",47.6795322071696,-122.298808094583,"House","Private room",1,1,1,1,38,0,5,1,64,10,"f",96
"2483",8715320,"f","Other neighborhoods",47.6799072479231,-122.310724714757,"House","Entire home/apt",4,1,2,2,130,600,45,2,184,0,"f",96
"2484",9632775,"f","Other neighborhoods",47.6662080458295,-122.295616481459,"House","Private room",1,1,1,1,39,100,45,1,337,1,"f",80
"2485",5413564,"f","Other neighborhoods",47.6705636000509,-122.297954663805,"House","Entire home/apt",4,2,2,2,80,150,50,0,285,2,"t",80
